funcType,funcTargetType,buffType,buffName,scriptKeys,origScriptKeys,condTarget,functvals,count,top5servants,sources,classification
"addState","self","upDefence","DEF Up vs. Humanoid","","","false","false","3","167,285,97","passive,skill","cosmetic"
"addState","enemyAll","donotAct","Charm","","","false","true","3","169,45","skill","cosmetic"
"addState","ptOther","guts","Guts","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","3","169,249,407","skill,np","cosmetic"
"addState","self","fieldIndividuality","Field Set [Burning]","","","false","false","3","178,250,348","np,skill","long_tail"
"addState","enemyAll","upTolerance","Decrease Buff Success Rate when receiving a Buff","","","false","false","3","18,370,467","np,skill","long_tail"
"addState","ptAll","avoidInstantdeath","Immune to Death","","","false","false","3","215,282","np,skill","cosmetic"
"addStateShort","self","regainNp","NP Gain each Turn (Near Water)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","3","216,406,416","passive","long_tail"
"addStateShort","ptOne","upGrantstate","Buff Chance Up","","","false","false","3","227,236,269","skill","cosmetic"
"addState","self","avoidState","Skill Seal Immune","","","false","false","3","234,346,414","passive","cosmetic"
"addState","self","selfturnendFunction","Infinite Growth","","","false","false","3","238","skill","long_tail"
"gainNpBuffIndividualSum","self","","","","","false","false","3","238,295,353","skill","long_tail"
"addState","ptOne","upTolerance","Debuff Resist Up","","","false","false","3","241,249","skill","long_tail"
"addStateShort","ptOne","regainHp","Restore HP Each Turn","","","false","false","3","245,413,465","skill","cosmetic"
"gainHpFromTargets","self","","","","","false","false","3","263,311","skill","long_tail"
"addStateShort","self","upCommandatk","Extra Attack STR Up","","","false","false","3","268","np","handled"
"addStateShort","self","upDamage","Strength Up [Shadow Servant]","checkIndvType","checkIndvType","false","false","3","276,323,435","np,skill","handled"
"addStateShort","self","upStarweight","C. Star Gather Rate Up: Quick","","","false","false","3","276,286,323","passive,skill","cosmetic"
"addStateShort","self","upCriticalrate","Critical Hit Rate Up: Quick","","","false","false","3","276,286,323","passive,skill","cosmetic"
"addStateShort","self","upGrantstate","Mental Debuff Chance Up","","","false","false","3","29,32,44","skill","cosmetic"
"addStateShort","ptAll","reduceHp","Curse","","","false","false","3","295,441,469","skill","cosmetic"
"addState","ptOther","invincible","Invincible","","","false","false","3","305,307,391","skill","cosmetic"
"addState","self","avoidState","Terror Immune","","","false","false","3","305,346,414","passive","cosmetic"
"addState","self","upCriticalpoint","C. Star Drop Rate Up: Arts","ProgressSelfTurn","ProgressSelfTurn","false","false","3","307,410,430","passive","cosmetic"
"addState","enemy","downNpdamage","NP Strength Down","","","false","true","3","32,36,59","skill","cosmetic"
"addStateShort","ptOne","regainStar","Gain C. Stars Each Turn","","","false","false","3","33,431,93","skill","cosmetic"
"addStateShort","ptOne","regainNp","NP Gain Each Turn","","","false","false","3","33,463,465","skill","handled"
"addStateShort","ptAll","upCommandall","Arts Up","","","false","true","3","341,369,456","skill,np","handled"
"addStateShort","self","upDropnp","NP Gain Up","","","false","true","3","343,366","skill","handled"
"addState","self","downTolerance","Charm Resist Down (Mental)","","","false","false","3","344,87","skill","cosmetic"
"addState","enemyAll","addIndividuality","Apply Trait [Evil]","","","false","false","3","346,370","np,skill","long_tail"
"addState","self","avoidState","Poison Immune","","","false","false","3","369,381,409","passive,skill","cosmetic"
"addState","self","masterSkillValueUp","Master Skill Effect Up","","","false","false","3","371,430","passive,skill,np","cosmetic"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Normal Attack","","","false","false","3","378,393,410","skill","long_tail"
"addState","self","selfturnendFunction","Triggers each Turn","","","false","false","3","385,395","skill","long_tail"
"addState","self","addIndividuality","Magic Bullets","ProgressSelfTurn","ProgressSelfTurn","false","false","3","413","skill","long_tail"
"addStateShort","self","selfturnendFunction","Triggers each Turn","","","false","false","3","413,464","skill","long_tail"
"addStateShort","self","upDamage","STR Up vs. Human","","","false","false","3","415,43","np,skill","handled"
"addStateShort","self","confirmCommandFunction","","checkIndvType","checkIndvType","false","false","3","417","passive","cosmetic"
"gainNpIndividualSum","self","","","","","false","false","3","423,457,61","skill","long_tail"
"addStateShort","self","pierceSpecialInvincible","対粛正防御貫通(回避貫通不能)","NotPierceIndividuality","NotPierceIndividuality","false","false","3","424,425,448","np,skill","cosmetic"
"gainNpTargetSum","self","","","","","false","false","3","426,434,449","skill","long_tail"
"addStateShort","self","attackAfterFunctionMainOnly","Bonus Effect with Arts","","","false","false","3","435,452","skill","long_tail"
"addState","self","addIndividuality","","INDIVIDUALITIE_AND","INDIVIDUALITIE_AND|individualityCondTargetType","false","false","3","452","skill","long_tail"
"addState","enemy","donotAct","Bind","","","false","true","3","59,93","skill","cosmetic"
"addState","ptOne","specialInvincible","Anti-Enforcement DEF","","","false","false","2","1","skill","cosmetic"
"addState","ptOneOther","invincible","Invincible","","","false","false","2","1","skill","cosmetic"
"lossNp","enemy","","","","","false","true","2","101,224","np","cosmetic"
"addState","self","delayFunction","Delayed Effect (The End of the Fourth Night)","","","false","false","2","107","skill","long_tail"
"addState","self","gutsRatio","Guts","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","2","107","skill","cosmetic"
"addStateShort","ptAll","pierceDefence","Ignore DEF","","","false","false","2","108,173","skill,np","long_tail"
"addStateShort","commandTypeSelfTreasureDevice","tdTypeChangeArts","NP Type Change: Arts","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","11,268","skill","handled"
"addStateShort","commandTypeSelfTreasureDevice","tdTypeChangeBuster","NP Type Change: Buster","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","11,268","skill","handled"
"addState","self","upGivegainHp","Healing Up","ProgressSelfTurn","ProgressSelfTurn","false","false","2","111","skill","long_tail"
"addState","ptAll","guts","Guts","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","2","111,385","np,skill","cosmetic"
"gainNp","self","","","","","false","true","2","116,81","skill","handled"
"addState","self","delayFunction","Stun After 1 Turn","","","false","false","2","128,182","skill","long_tail"
"addState","enemy","donotAct","Stun","ProgressSelfTurn","ProgressSelfTurn","false","true","2","143","np","cosmetic"
"addStateShort","ptAll","upGrantstate","Debuff Chance Up","","","false","false","2","145,373","skill,passive","cosmetic"
"addStateShort","self","upDamageIndividuality","威力アップ〔行動不能〕","","","false","false","2","147,23","skill","long_tail"
"addState","self","fieldIndividuality","Field Set [Forest]","","","false","false","2","148,348","skill","long_tail"
"addStateShort","self","multiattack","Hit Count Up","","","false","false","2","153","skill","long_tail"
"addStateShort","self","upDamage","Strength Up","","","false","false","2","153","skill","handled"
"addState","ptOther","addIndividuality","Apply Trait [Evil]","","","false","false","2","156,324","skill","long_tail"
"addStateShort","enemy","upNonresistInstantdeath","Death Resist Down","","","false","false","2","158,92","skill","long_tail"
"addStateShort","ptOther","downStarweight","C. Star Gather Down","","","false","false","2","162,303","skill","cosmetic"
"addStateShort","ptOther","downNpdamage","NP Strength Down","","","false","false","2","163","skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Extra Attack","","","false","false","2","166,220","skill","long_tail"
"addStateShort","ptAll","upDamage","STR Up (Good)","","","false","false","2","167,237","skill","handled"
"addState","enemy","downAtk","ATK Down","","","false","true","2","169","skill","cosmetic"
"addStateShort","ptAll","pierceInvincible","Ignore Invincible","","","false","false","2","173,444","np,skill","cosmetic"
"lossHpSafe","ptOne","","","","","false","false","2","179","skill","cosmetic"
"addState","enemy","donotAct","Pigify","AppId","AppId","false","true","2","192","np","cosmetic"
"addState","ptAll","avoidInstantdeath","Immune to Death","","","false","true","2","196,370","np,skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Pseudonym ""Iseidako""","","","false","false","2","198","skill","long_tail"
"addStateShort","self","npattackPrevBuff","Pseudonym ""Iseidako""","","","false","false","2","198","skill","cosmetic"
"addState","self","overwriteClassRelation","Class Affinity Change","relationId","relationId|relationOverwrite","false","false","2","199,418","skill,passive","long_tail"
"addStateShort","self","upDamageIndividualityActiveonly","Strength Up (Poison)","","","false","false","2","199,420","skill","handled"
"addStateShort","self","changeCommandCardType","Command Card Type Change","","","false","false","2","2,383","skill","cosmetic"
"addStateShort","self","upChagetd","Overcharge Lv. Up","","","false","false","2","209,444","skill","handled"
"addStateShort","self","upDamage","STR Up vs. Humanoid","","","false","false","2","210,97","skill","handled"
"gainHp","enemyAll","","","","","false","false","2","234","skill","cosmetic"
"addState","self","selfturnendFunction","Protection of Sakatsuki","","","false","false","2","236","np","long_tail"
"addStateShort","self","selfturnendFunction","Protection of Sakatsuki","","","false","false","2","236","np","long_tail"
"addState","self","overwriteClassRelation","Class Affinity Change","relationId","defPriority|relationId|relationOverwrite","false","false","2","239,335","skill","long_tail"
"addStateShort","enemyAll","downTolerance","Charm Resist Down (Mental)","","","false","false","2","239,45","skill","cosmetic"
"addState","ptAll","overwriteClassRelation","Change DEF Affinity","relationId","relationId|relationOverwrite","false","false","2","241","np","long_tail"
"addState","ptOne","donotSkill","Skill Seal","ProgressSelfTurn","ProgressSelfTurn","false","false","2","244","skill","cosmetic"
"addStateShort","self","attackAfterFunction","Activate when Attacking (ATK Up & DEF Down)","","","false","false","2","251","skill","long_tail"
"addState","self","deadFunction","Activate on Defeat (Oni Musashi's Last Will and Testament)","","","false","false","2","251","skill","long_tail"
"addStateShort","ptOther","upCriticaldamage","Critical Strength Up","","","false","true","2","254,434","skill","cosmetic"
"addStateShort","ptOther","upCriticalrate","Critical Hit Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","true","2","254,307","skill","cosmetic"
"addState","self","delayFunction","Dance of the Seven Veils","","","false","false","2","260","skill","long_tail"
"addState","enemyAll","donotNoble","NP Seal","ProgressSelfTurn","ProgressSelfTurn","false","true","2","261","np","cosmetic"
"addStateShort","enemy","upHate","Target Focus Up","","","false","false","2","262","skill","cosmetic"
"addState","ptAll","breakAvoidance","Sure Hit","ProgressSelfTurn","ProgressSelfTurn","false","false","2","262,372","skill","cosmetic"
"addState","enemy","delayFunction","Calling Card","","","false","false","2","263","skill","long_tail"
"gainNpFromTargets","self","","","","","false","false","2","266,275","skill","long_tail"
"absorbNpturn","self","","","","","false","false","2","266,275","skill","long_tail"
"addState","self","downDefence","DEF Down (Treated as Buff)","","","false","false","2","267","skill","long_tail"
"addState","self","upNonresistInstantdeath","Death Resist Down","","","false","false","2","267","passive","long_tail"
"addStateShort","ptOne","pierceInvincible","Ignore Invincible","","","false","false","2","269","skill","cosmetic"
"addStateShort","ptAll","upDamage","Strength Up (Earth Attribute)","","","false","false","2","274,465","skill","handled"
"addState","self","upHate","Target Focused [Male]","","","false","false","2","275","skill","cosmetic"
"addState","self","damageFunction","Living Flame","","","false","false","2","275","skill","long_tail"
"addState","ptOneOther","upHate","Target Focus Up","","","false","false","2","277","skill","cosmetic"
"addStateShort","self","commandattackBeforeFunction","Pre-ATK Damage Bonus Effect (ATK Up + ATK Down)","","","false","false","2","279","skill","long_tail"
"addState","enemyAll","addIndividuality","Apply Trait (Roman)","","","false","false","2","280","skill,np","long_tail"
"addStateShort","self","upDamage","Strength Up (Servant)","","","false","false","2","283,356","skill","handled"
"addState","ptAll","specialInvincible","Anti-Enforcement DEF","","","false","false","2","284,386","np","cosmetic"
"addState","enemy","donotAct","Sleep","DamageRelease|ReleaseText","DamageRelease|ReleaseText","false","false","2","289","skill","cosmetic"
"addStateShort","ptAll","upAtk","ATK Up","","","false","false","2","296","skill","handled"
"addStateShort","ptAll","upDamage","STR Up vs. Dragon","","","false","false","2","30,332","skill","handled"
"addStateShort","ptFull","upCriticaldamage","Critical Strength Up","","","false","false","2","302,416","passive","cosmetic"
"addStateShort","self","upDamage","Strength Up [King]","","","false","false","2","302,42","passive,skill","handled"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (HP Recovery & Remove Debuff)","","","false","false","2","306","skill","handled"
"addState","ptOther","upHate","Target Focus Up","","","false","false","2","307","skill","cosmetic"
"addState","ptOne","avoidInstantdeath","Immune to Death","","","false","false","2","307,97","skill","cosmetic"
"addStateShort","ptSelfAnotherFirst","upNpdamage","NP Strength Up","ProgressSelfTurn","ProgressSelfTurn","false","false","2","307,463","np","handled"
"gainNp","ptSelfAnotherFirst","","","","","false","false","2","307,463","np","handled"
"hastenNpturn","ptSelfAnotherFirst","","","","","false","false","2","307,463","np","cosmetic"
"addState","ptFull","downTolerance","Increase Buff Success Rate when receiving a Buff","","","false","false","2","307,451","passive","cosmetic"
"lossHpSafe","ptAll","","","","","false","false","2","314,444","skill","cosmetic"
"addStateShort","ptOne","upStarweight","C. Star Gather Up: Buster","","","false","false","2","314,357","skill","cosmetic"
"addStateShort","ptOne","upCriticalrate","Critical Rate Up: Buster","","","false","false","2","314,357","skill","cosmetic"
"addStateShort","ptOne","selfturnendFunction","Morning Lark","","","false","false","2","316","skill","long_tail"
"addState","enemyAll","donotAct","Sleep","DamageRelease|ReleaseText","DamageRelease|ReleaseText","false","false","2","316","np","cosmetic"
"damageNpStateIndividualFix","enemyAll","","","","","false","false","2","321,380","np","handled"
"addState","ptOther","invincible","Invincible","","","false","true","2","324","skill","cosmetic"
"addStateShort","self","commandattackBeforeFunction","Pre-ATK Damage Bonus Effect","","","false","false","2","324,417","skill","long_tail"
"addStateShort","self","reduceHp","Poison","","","false","false","2","326,378","skill","cosmetic"
"addState","ptAll","subSelfdamage","Damage Cut","","","false","true","2","342","np","long_tail"
"addState","self","damageFunction","Activate when damaged (Buff)","","","false","true","2","343","skill","long_tail"
"addState","self","donotNoble","NP Seal","ProgressSelfTurn","ProgressSelfTurn","false","true","2","343","skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Critical ATK","","","false","false","2","343,96","skill","long_tail"
"addState","self","avoidState","Nullify Confusion","","","false","false","2","346,414","passive","cosmetic"
"addStateShort","self","upCommandall","Quick Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","351,431","passive","handled"
"addStateShort","self","upCommandall","Arts Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","351,431","passive","handled"
"addStateShort","self","upCommandall","Buster Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","351,431","passive","handled"
"addStateShort","ptAll","upDamage","STR Up vs. Undead","","","false","false","2","352,358","skill","handled"
"addStateShort","self","downAtk","ATK Down [Yu Mei-ren]","","","false","false","2","352,420","passive","cosmetic"
"addState","ptAll","addMaxhp","Max HP Plus","","","false","true","2","367,430","skill","cosmetic"
"addStateShort","self","upDamage","Strength Up (Riding Skill)","","","false","false","2","368","np","handled"
"addStateShort","self","upCriticaldamage","Critical Strength Up [Near Water]","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","372,422","passive","cosmetic"
"addState","self","buffConvert","Apply Anti-Enforcement DEF","convert","convert","false","false","2","373,413","passive","long_tail"
"addStateShort","self","upCriticalrate","Critical Hit Rate Up","INDIVIDUALITIE_OR|ProgressSelfTurn","INDIVIDUALITIE_OR|ProgressSelfTurn","false","false","2","390","skill","cosmetic"
"addStateShort","self","upCriticaldamage","Critical STR Up (Human Attribute)","","","false","false","2","390,391","passive","cosmetic"
"addState","ptAll","addIndividuality","","","","false","true","2","391,9","skill","long_tail"
"addStateShort","self","upCriticaldamage","Critical STR Up (Human Attribute)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","392","passive","cosmetic"
"addState","self","entryFunction","","INDIVIDUALITIE","INDIVIDUALITIE","false","false","2","392","passive","cosmetic"
"addStateShort","ptOther","upNpdamage","NP Strength Up","ProgressSelfTurn","ProgressSelfTurn","false","true","2","393,434","skill","handled"
"addState","self","addIndividuality","Blood-Soaked Prince","","","false","false","2","402","skill","long_tail"
"addState","ptFull","deadFunction","","","","false","false","2","402","skill","long_tail"
"addStateShort","self","reduceHp","Burn","","","false","false","2","409,466","np","cosmetic"
"instantDeath","enemy","","","","","false","true","2","41","np","handled"
"addState","self","continueFunction","","","","false","false","2","415,448","passive","cosmetic"
"damageNpBattlePointPhase","enemyAll","","","","","false","false","2","417","np","long_tail"
"addBattlePoint","self","","","","","false","false","2","417","passive","long_tail"
"addStateShort","self","upCriticaldamage","Critical Strength Up","HP_HIGHER","HP_HIGHER","false","false","2","418","skill","cosmetic"
"addState","ptOther","donotSelectCommandcard","","","","false","false","2","418,444","skill","cosmetic"
"addState","self","addIndividuality","","","","false","false","2","421,463","passive,np","long_tail"
"addState","ptFull","subSelfdamage","Damage Cut","","","false","false","2","422,465","passive","long_tail"
"addStateShort","self","commandattackAfterFunctionMainOnly","Normal Quick Attack Bonus Effect","","","false","false","2","424,425","skill","long_tail"
"addStateShort","self","commandattackAfterFunctionMainOnly","Additional Effect with Normal Arts Attack","","","false","false","2","424,425","skill","long_tail"
"addStateShort","self","commandattackBeforeFunctionMainOnly","Pre-Buster Damage Bonus Effect","","","false","false","2","424,425","skill","long_tail"
"addStateShort","self","overwriteSvtCardType","Extra Attack全体攻撃化","","","false","false","2","431,444","skill,passive","long_tail"
"addState","self","upHate","タゲ集中アップ〔蛇・竜〕","","","false","false","2","434","skill","cosmetic"
"addFieldChangeToField","self","toFieldChangeField","フィールド変化〔天国〕","","","false","false","2","437,464","skill,np","handled"
"addStateShort","enemy","downDefenceCriticaldamage","クリティカル威力耐性ダウン","","","false","false","2","440,68","skill,np","long_tail"
"addStateShort","self","upDamage","威力アップ〔七騎士クラス〕","","","false","false","2","444,459","skill","handled"
"addStateShort","ptAll","upCommandall","Extra Attack Up","","","false","false","2","444","skill","long_tail"
"addStateShort","self","tdTypeChangeArts","日輪","INDIVIDUALITIE","DisplayCardBottomImageName|DisplayPriority|INDIVIDUALITIE","false","false","2","448","skill,passive","handled"
"addStateShort","self","upDamage","Strength Up [Giant]","","","false","false","2","452,89","np,skill","handled"
"addState","self","subSelfdamage","","","","false","false","2","460","passive","long_tail"
"addStateShortToField","noTarget","upAtk","フィールド効果〔攻撃力アップ〕","ProgressSelfTurn","ProgressSelfTurn","false","false","2","464","np","long_tail"
"addStateShort","ptAll","upDamage","Strength Up (Lawful)","","","false","false","2","467,55","skill","handled"
"addState","self","upTolerance","ATK Buff Chance Down","","","false","false","2","49,72","skill","long_tail"
"addState","self","upDefence","DEF Up vs. Dragon","","","false","false","2","6","skill","cosmetic"
"addState","enemyAll","downCriticalrate","Happy Halloween","missText","missText","false","false","2","61","skill,np","cosmetic"
"addState","enemyAll","downCriticalpoint","Happy Halloween","","","false","false","2","61","skill,np","cosmetic"
"addState","ptOne","upGainHp","HP Recovery Up","ProgressSelfTurn","ProgressSelfTurn","false","false","2","67","skill","long_tail"
"addState","ptOne","downDefence","DEF Down","ProgressSelfTurn","ProgressSelfTurn","false","false","2","7","skill","handled"
"addStateShort","self","upDamage","STR Up vs. Female","","","false","false","2","75","np","handled"
"addState","self","addMaxhp","Max HP Plus","","UnSubStateWhenContinue","false","false","2","81","np","cosmetic"
"gainHpPer","self","","","","","false","false","2","81","np","long_tail"
"addStateShort","self","upCommandall","Buster Up","ProgressSelfTurn","ProgressSelfTurn|UnSubStateWhenContinue","false","false","2","81","np","handled"
"addState","self","delayFunction","Delayed Effect (Fire Support)","","","false","false","2","86","skill","long_tail"
"addState","self","upCriticalpoint","C. Star Drop Rate Up vs. Saber","","","false","false","2","86","skill","cosmetic"
"addStateShort","self","upCriticalrate","Critical Hit Rate Up vs. Saber","","","false","false","2","86","skill","cosmetic"
"addStateShort","self","upDamage","STR Up vs. Saber","","","false","false","2","86","skill","handled"
"addState","self","avoidance","Chance to Evade","","","false","false","2","87","skill","cosmetic"
"addState","enemyAll","downCriticaldamage","Critical Down","","","false","false","2","95","np","cosmetic"
"addStateShort","enemy","downTolerance","Mental Debuff Resist Down","","","false","false","2","99","np","cosmetic"
"addStateShort","self","tdTypeChangeBuster","聖剣装填","INDIVIDUALITIE_OR","DisplayCardBottomImageName|INDIVIDUALITIE_OR","false","false","1","1","np","handled"
"addStateShort","self","skillRankUp","","","","false","false","1","1","np","cosmetic"
"addState","self","delayFunction","Delayed Effect (Annihilation Wish)","","","false","false","1","107","skill","long_tail"
"addState","self","donotAct","Standby","","","false","false","1","107","np","cosmetic"
"addStateShort","self","reflectionFunction","Reflect Damage","","","false","false","1","107","np","cosmetic"
"addState","ptOther","downTolerance","Debuff Resist Down","","","false","false","1","109","skill","cosmetic"
"addStateShort","self","upDamage","STR Up vs. Heaven/Earth Servant","","","false","false","1","114","skill","handled"
"addStateShort","ptOne","upAtk","ATK Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","116","skill","handled"
"addStateShort","self","regainStar","C. Star Gain Per Turn (Sunlight)","","","false","false","1","118","skill","cosmetic"
"addStateShort","self","upCriticalrate","Critical Hit Rate Up (Sunlight)","","","false","false","1","118","skill","cosmetic"
"addStateShort","ptAll","upCriticaldamage","Critical STR Up (Sunlight)","","","false","false","1","118","skill","cosmetic"
"addState","self","donotNoble","NP Seal","ProgressSelfTurn","ProgressSelfTurn","false","false","1","122","skill","cosmetic"
"hastenNpturn","enemy","","","","","false","false","1","128","skill","cosmetic"
"gainNp","enemy","","","","","false","false","1","128","skill","handled"
"addStateShort","self","upDamage","STR Up vs. Divine, Undead, Demon","","","false","false","1","135","skill","handled"
"addStateShort","ptAll","upGrantstate","Buff Chance Up","","","false","true","1","137","skill","cosmetic"
"addState","self","delayFunction","Mana Burst Set","","","false","false","1","142","skill","long_tail"
"addState","self","delayFunction","絶対豪運宝石圏準備","","","false","false","1","142","skill","long_tail"
"addState","self","downTolerance","Increase Buff Success Rate when receiving a Buff","","","false","false","1","142","skill","cosmetic"
"addState","self","upCriticalpoint","C. Star Drop Rate Up","","","false","false","1","148","skill","cosmetic"
"addState","enemy","reduceHp","Burn (Non-stackable)","","","false","false","1","152","np","cosmetic"
"addStateShort","self","upCommandall","Death's Abyss","INDIVIDUALITIE|ProgressSelfTurn","INDIVIDUALITIE|ProgressSelfTurn","false","false","1","154","skill","long_tail"
"addState","self","gutsFunction","Activate when Guts is Triggered (Remove Death's Abyss & NP Gauge Up & Buster Up)","","","false","false","1","154","skill","long_tail"
"addStateShort","ptOne","downStarweight","C. Star Gather Down","","","false","false","1","155","skill","cosmetic"
"addStateShort","ptOneOther","upCriticalrate","Critical Hit Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","155","skill","cosmetic"
"addState","self","upTolerance","Poison Resist Up","","","false","false","1","16","skill","long_tail"
"addState","self","delayFunction","NP Strength Up Set","","","false","false","1","163","skill","handled"
"addStateShort","self","commandattackBeforeFunction","Pre-ATK Damage Bonus Effect (Critical STR Up)","","","false","false","1","163","skill","handled"
"addStateShort","self","upAtk","ATK Up","HP_LOWER","HP_LOWER","false","false","1","164","skill","handled"
"addState","self","overwriteClassRelation","Nega-Saver","relationId","relationId|relationOverwrite","false","false","1","167","passive","long_tail"
"addStateShort","ptOther","upCommandall","Quick Up","","","false","false","1","170","skill","handled"
"addStateShort","self","upDamage","STR Up vs. [Greek Mythology Male]","","","false","false","1","171","skill","handled"
"addStateShort","self","upDropnp","NP Gain Up","HP_LOWER","HP_LOWER","false","false","1","175","skill","handled"
"addState","self","overwriteClassRelation","Change DEF Affinity","relationId","relationId|relationOverwrite","false","false","1","175","skill","long_tail"
"addStateShort","self","upDamage","威力アップ〔獣の力〕","","","false","false","1","175","np","handled"
"addStateShort","enemy","delayFunction","Electrical Charge","","","false","false","1","176","np","long_tail"
"addFieldChangeToField","self","toFieldChangeField","Field Change [Near Water]","","","false","false","1","177","np","handled"
"addState","ptOne","delayFunction","Build Up","","","false","false","1","179","skill","long_tail"
"addState","self","upDefence","DEF Up [Demonic]","","","false","false","1","193","skill","cosmetic"
"addState","enemy","downGainHp","HP Recover Down","","","false","false","1","194","np","cosmetic"
"addStateShort","self","upDamageIndividuality","Strength Up [Terror]","","","false","false","1","195","skill","handled"
"addState","ptAll","addIndividuality","Blessing of Kur","","","false","false","1","196","skill","long_tail"
"addState","ptAll","downCriticalRateDamageTaken","Critical Resistance Up","","","false","true","1","196","np","cosmetic"
"addState","ptAll","downCriticalStarDamageTaken","C. Star Generation Resistance Up","","","false","true","1","196","np","cosmetic"
"addState","self","delayFunction","Altera Timer","","","false","false","1","197","skill","long_tail"
"addState","self","subMaxhp","Minus Maximum HP","","","false","false","1","200","skill","cosmetic"
"addState","self","deadFunction","Activate on Defeat (Tranquil Fig)","","","false","false","1","203","skill","long_tail"
"addState","ptAll","downCriticalpoint","C. Star Drop Rate Down","","","false","false","1","204","np","cosmetic"
"addStateShort","ptAll","downCriticalrate","Critical Hit Rate Down","missText","missText","false","false","1","204","np","cosmetic"
"addState","self","gutsFunction","Activate when Guts is Triggered (ATK Up)","","","false","false","1","21","skill","long_tail"
"addState","self","downCriticalpoint","C. Star Drop Rate Down","","","false","false","1","217","np","cosmetic"
"addState","self","selfturnendFunction","Schwarzwald Falke","","","false","false","1","219","skill","long_tail"
"addState","self","fixCommandcard","Lock Command Cards","","","false","false","1","220","skill","cosmetic"
"fixCommandcard","self","","","","","false","false","1","220","skill","long_tail"
"addStateShort","ptOther","upCriticaldamage","Critical Strength Up","","","false","false","1","221","skill","cosmetic"
"lossHp","enemy","","","","","false","false","1","221","np","cosmetic"
"addStateShort","self","commandattackAfterFunction","Activate during Attack (DEF Down)","","","false","false","1","228","np","long_tail"
"addStateShort","self","commandattackAfterFunction","Activate during Critical Attack (Remove Buff)","","","false","false","1","228","np","long_tail"
"addState","self","damageFunction","Activate when Damaged (Decrease Critical Strength)","","","false","false","1","228","np","long_tail"
"addState","self","damageFunction","Activate when Critically Damaged (HP Recovery)","","","false","false","1","228","np","long_tail"
"addState","self","upDefence","DEF Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","229","skill","cosmetic"
"addStateShort","ptAll","upDamage","STR Up vs. Demonic","","","false","false","1","237","skill","handled"
"addStateShort","ptAll","upDamage","Strength Up [Chaotic]","","","false","false","1","237","skill","handled"
"addStateShort","self","upNpdamage","NP Strength Up [Growth]","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","238","skill","handled"
"addStateShort","self","upCommandall","Buster Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","238","np","handled"
"addState","ptOne","subMaxhp","Minus Maximum HP","","","false","false","1","239","skill","cosmetic"
"addState","enemy","addIndividuality","Apply Trait [Dragon]","","","false","false","1","24","np","long_tail"
"addStateShort","self","upCommandall","Card Effectiveness Up","","","false","false","1","240","np","long_tail"
"addStateShort","ptOne","upDamage","Strength Up (Lawful)","","","false","false","1","244","skill","handled"
"addState","enemyAll","addIndividuality","Marking","ProgressSelfTurn","ProgressSelfTurn","false","true","1","246","skill","long_tail"
"addState","enemyAll","selfturnendFunction","Evade Trap","INDIVIDUALITIE","ExcludeUnSubStateIndiv|INDIVIDUALITIE","false","true","1","246","skill","long_tail"
"addStateShort","self","upDamageIndividualityActiveonly","Strength Up (Debuff)","","","false","false","1","247","skill","handled"
"addStateShort","self","attackAfterFunction","Bonus Effect with Buster (DEF Down)","","","false","false","1","248","skill","long_tail"
"addStateShort","self","attackAfterFunction","Bonus Effect with Quick (Critical Strength Up)","","","false","false","1","248","skill","handled"
"gainHp","ptOther","","","","","false","true","1","25","skill","cosmetic"
"subState","enemyAll","","","","","false","true","1","250","np","long_tail"
"addState","self","upTolerance","Buff Chance Down (Treated as Buff)","","","false","false","1","251","skill","long_tail"
"addState","ptOther","upCriticalpoint","C. Star Drop Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","254","skill","cosmetic"
"addState","enemy","addIndividuality","Weakness Detected","","","false","false","1","255","skill","long_tail"
"addState","self","damageFunction","Activate when Damaged (ATK Up)","","","false","false","1","256","skill","long_tail"
"damageNpRare","enemyAll","","","","","false","false","1","257","np","long_tail"
